Latitude,Longitude,Heading
17.595331,78.124832,333.0
17.595331,78.124832,333.0
17.595337,78.124832,343.0
17.595337,78.124832,344.0
17.595345,78.124832,347.0
17.595345,78.124832,346.0
17.595345,78.124832,291.0
17.595352,78.124832,261.0
17.595352,78.124832,256.0
17.595352,78.124832,257.0
17.595354,78.124825,253.0
17.595354,78.124825,252.0
17.595352,78.124809,259.0
17.595352,78.124809,262.0
17.59535,78.124802,260.0
17.59535,78.124802,262.0
17.595348,78.124794,259.0
17.595348,78.124794,260.0
17.595346,78.124786,261.0
17.595346,78.124786,266.0
17.595346,78.124779,265.0
17.595346,78.124779,267.0
17.595346,78.124779,264.0
17.595346,78.124779,264.0
17.595343,78.124756,268.0
17.595343,78.124756,267.0
17.595345,78.124741,267.0
17.595345,78.124741,264.0
17.595345,78.124725,262.0
17.595345,78.124725,261.0
17.595346,78.124718,261.0
17.595346,78.124718,263.0
17.595346,78.12471,260.0
17.595346,78.12471,262.0
17.595346,78.124702,257.0
17.595346,78.124702,258.0
17.595345,78.124695,257.0
17.595345,78.124695,257.0
17.595341,78.124687,257.0
17.595341,78.124687,258.0
17.595339,78.12468,260.0
17.595339,78.12468,261.0
17.595339,78.124664,262.0
17.595339,78.124664,262.0
17.595339,78.124657,256.0
17.595339,78.124657,254.0
17.595337,78.124634,246.0
17.595337,78.124634,245.0
17.595339,78.124634,246.0
17.595339,78.124634,245.0
17.595339,78.124634,241.0
17.595339,78.124634,245.0
17.595345,78.124641,245.0
17.595345,78.124641,245.0
17.595345,78.124641,245.0
17.595345,78.124641,247.0
17.59535,78.124641,278.0
17.59535,78.124641,311.0
17.595352,78.124657,68.0
17.595352,78.124657,82.0
17.595354,78.124664,100.0
17.595354,78.124664,102.0
17.595356,78.124672,101.0
17.595356,78.124672,99.0
17.595356,78.12468,100.0
17.595356,78.12468,101.0
17.595356,78.124687,105.0
17.595356,78.124687,102.0
17.595358,78.124695,103.0
17.595358,78.124695,100.0
17.59536,78.124702,104.0
17.59536,78.124702,105.0
17.59536,78.12471,104.0
17.59536,78.12471,107.0
17.59536,78.124718,103.0
17.59536,78.124718,103.0
17.595358,78.124725,100.0
17.595358,78.124725,102.0
17.595356,78.124733,100.0
17.595356,78.124733,101.0
17.595356,78.124741,96.0
17.595356,78.124741,94.0
17.595354,78.124748,93.0
17.595354,78.124748,90.0
17.595354,78.124756,94.0
17.595354,78.124756,93.0
17.595352,78.124771,94.0
17.595352,78.124771,94.0
17.595352,78.124779,93.0
17.595352,78.124779,94.0
17.595352,78.124786,89.0
17.595352,78.124786,89.0
17.595352,78.124794,86.0
17.595352,78.124794,89.0
17.595352,78.124802,89.0
17.595352,78.124802,89.0
17.595352,78.124809,99.0
17.595352,78.124809,96.0
17.595352,78.124817,85.0
17.595352,78.124817,59.0
17.595354,78.124817,353.0
17.595354,78.124817,355.0
17.59536,78.124817,347.0
17.59536,78.124817,344.0
17.595367,78.124825,329.0
17.595367,78.124825,324.0
17.595377,78.124825,323.0
17.595377,78.124825,324.0
17.595385,78.124825,341.0
17.595385,78.124825,344.0
17.595392,78.124825,347.0
17.595392,78.124825,351.0
17.595402,78.124825,349.0
17.595402,78.124825,352.0
17.595407,78.124832,349.0
17.595407,78.124832,343.0
17.595407,78.124832,292.0
17.595407,78.124832,285.0
17.595415,78.124825,271.0
17.595415,78.124825,268.0
17.595415,78.124817,264.0
17.595415,78.124817,266.0
17.595415,78.124817,270.0
17.595415,78.124802,274.0
17.595415,78.124802,276.0
17.595413,78.124802,284.0
17.595413,78.124802,285.0
17.595413,78.124802,286.0
17.595413,78.124802,285.0
17.595413,78.124802,300.0
17.595413,78.124802,61.0
17.595413,78.124802,80.0
17.595423,78.124809,88.0
17.595423,78.124809,88.0
17.595427,78.124817,90.0
17.595427,78.124817,90.0
17.595427,78.124832,85.0
17.595427,78.124832,81.0
17.595427,78.124832,71.0
17.595428,78.124847,63.0
17.595428,78.124847,63.0
17.59543,78.124855,67.0
17.59543,78.124855,72.0
17.595436,78.124863,85.0
17.595436,78.124863,85.0
17.595436,78.124863,86.0
17.595436,78.124863,86.0
17.595436,78.124863,85.0
17.595436,78.124863,79.0
17.595438,78.124863,349.0
17.595438,78.124863,317.0
17.595438,78.124855,291.0
17.595438,78.124855,288.0
17.595438,78.124855,285.0
17.595442,78.12484,272.0
17.595442,78.12484,267.0
17.595444,78.124832,290.0
17.595444,78.124832,301.0
17.595448,78.124832,334.0
17.595448,78.124832,343.0
17.595457,78.124832,349.0
17.595457,78.124832,354.0
17.595469,78.124832,352.0
17.595469,78.124832,351.0
17.595476,78.124832,355.0
17.595476,78.124832,352.0
17.595488,78.124832,356.0
17.595488,78.124832,354.0
17.595499,78.124825,359.0
17.595499,78.124825,1.0
17.595509,78.124825,356.0
17.595509,78.124825,358.0
17.595509,78.124825,351.0
17.595509,78.124825,346.0
17.595509,78.124825,277.0
17.595526,78.124817,262.0
17.595526,78.124817,254.0
17.595522,78.124817,255.0
17.595522,78.124817,254.0
17.595522,78.124817,261.0
17.595522,78.124817,273.0
17.595522,78.124817,280.0
17.595522,78.124817,280.0
17.595522,78.124817,280.0
17.595524,78.124794,278.0
17.595524,78.124794,277.0
17.595526,78.124794,275.0
17.595526,78.124794,276.0
17.595526,78.124794,275.0
17.595528,78.124809,275.0
17.595528,78.124809,276.0
17.595528,78.124809,275.0
17.595528,78.124809,275.0
17.59553,78.124809,274.0
17.59553,78.124809,274.0
17.595528,78.124809,275.0
17.595528,78.124809,275.0
17.59553,78.124809,274.0
17.59553,78.124809,274.0
17.59553,78.124809,273.0
17.59553,78.124809,273.0
17.59553,78.124809,284.0
17.59553,78.124802,47.0
17.59553,78.124802,65.0
17.595533,78.124802,82.0
17.595533,78.124802,88.0
17.595533,78.124802,91.0
17.595533,78.124802,99.0
17.595535,78.124817,100.0
17.595535,78.124817,98.0
17.595533,78.124817,101.0
17.595533,78.124817,99.0
17.595533,78.124817,90.0
17.595533,78.124817,91.0
17.595535,78.124825,90.0
17.595535,78.124825,91.0
17.595537,78.124825,93.0
17.595537,78.124825,92.0
17.595535,78.124817,92.0
17.595535,78.124817,90.0
17.595535,78.124809,86.0
17.595535,78.124809,85.0
17.595535,78.124809,84.0
17.595535,78.124809,84.0
17.595535,78.124802,83.0
17.595535,78.124802,83.0
17.595535,78.124802,83.0
17.595535,78.124802,83.0
17.595535,78.124802,82.0
17.595535,78.124802,74.0
17.595535,78.124802,66.0
17.595541,78.124802,350.0
17.595541,78.124802,329.0
17.595547,78.124809,311.0
17.595547,78.124809,308.0
17.595552,78.124802,309.0
17.595552,78.124802,320.0
17.595558,78.124802,342.0
17.595558,78.124802,347.0
17.595568,78.124802,353.0
17.595568,78.124802,349.0
17.595579,78.124809,358.0
17.595579,78.124809,354.0
17.595579,78.124809,351.0
17.595587,78.124809,355.0
17.595587,78.124809,4.0
17.595594,78.124809,354.0
17.595594,78.124809,358.0
17.595604,78.124809,349.0
17.595604,78.124809,349.0
17.595613,78.124802,357.0
17.595613,78.124802,353.0
17.595621,78.124802,358.0
17.595621,78.124802,355.0
17.595631,78.124809,353.0
17.595631,78.124809,356.0
17.59564,78.124809,351.0
17.59564,78.124809,351.0
17.59565,78.124809,342.0
17.59565,78.124809,345.0
17.59565,78.124809,350.0
17.595659,78.124809,353.0
17.595659,78.124809,352.0
17.595669,78.124802,353.0
17.595669,78.124802,351.0
17.595676,78.124802,357.0
17.595676,78.124802,354.0
17.595688,78.124802,353.0
17.595688,78.124802,355.0
17.595697,78.124802,353.0
17.595697,78.124802,356.0
17.595697,78.124802,1.0
17.595716,78.124802,0.0
17.595716,78.124802,2.0
17.595726,78.124802,2.0
17.595726,78.124802,0.0
17.595734,78.124802,0.0
17.595734,78.124802,356.0
17.595741,78.124802,354.0
17.595741,78.124802,351.0
17.595741,78.124802,352.0
17.595741,78.124802,351.0
17.595741,78.124802,353.0
17.595768,78.124802,349.0
17.595768,78.124802,347.0
17.595778,78.124802,341.0
17.595778,78.124802,339.0
17.595787,78.124802,346.0
17.595787,78.124802,342.0
17.595797,78.124802,344.0
17.595797,78.124802,348.0
17.595804,78.124802,349.0
17.595804,78.124802,354.0
17.595816,78.124802,351.0
17.595816,78.124802,354.0
17.595823,78.124802,351.0
17.595823,78.124802,351.0
17.595823,78.124802,3.0
17.595823,78.124802,3.0
17.595823,78.124802,6.0
17.595823,78.124802,4.0
17.595823,78.124802,13.0
17.595823,78.124802,10.0
17.59586,78.124802,16.0
17.59586,78.124802,17.0
17.595867,78.124794,306.0
17.595867,78.124794,287.0
17.595871,78.124786,272.0
17.595869,78.124779,272.0
17.595869,78.124779,272.0
17.595873,78.124771,283.0
17.595873,78.124771,286.0
17.595877,78.124771,289.0
17.595877,78.124771,289.0
17.595877,78.124771,291.0
17.595894,78.124771,292.0
17.595894,78.124771,292.0
17.595903,78.124771,292.0
17.595903,78.124771,291.0
17.595915,78.124771,290.0
17.595915,78.124771,290.0
17.595915,78.124771,290.0
17.595915,78.124771,314.0
17.595922,78.124779,37.0
17.595922,78.124779,34.0
17.595926,78.124779,46.0
17.595926,78.124779,51.0
17.595928,78.124786,69.0
17.595928,78.124786,69.0
17.595926,78.124794,76.0
17.595926,78.124794,80.0
17.595922,78.124809,71.0
17.595922,78.124809,67.0
17.595922,78.124817,25.0
17.595922,78.124817,17.0
17.595926,78.124825,354.0
17.595926,78.124825,350.0
17.59593,78.124825,356.0
17.59593,78.124825,354.0
17.59593,78.124825,353.0
17.59594,78.124825,354.0
17.59594,78.124825,351.0
17.595949,78.124825,353.0
17.595949,78.124825,355.0
17.595949,78.124825,353.0
17.595949,78.124825,359.0
17.595966,78.124825,357.0
17.595966,78.124825,357.0
17.595974,78.124825,0.0
17.595974,78.124825,357.0
17.595984,78.124825,354.0
17.595984,78.124825,351.0
17.595993,78.124825,354.0
17.595993,78.124825,352.0
17.596003,78.124825,347.0
17.596003,78.124825,349.0
17.596012,78.124825,346.0
17.596012,78.124825,349.0
17.59602,78.124825,345.0
17.59602,78.124825,346.0
17.596029,78.124817,344.0
17.596029,78.124817,342.0
17.596037,78.124817,342.0
17.596037,78.124817,341.0
17.596046,78.124817,341.0
17.596046,78.124817,339.0
17.59605,78.124817,334.0
17.59605,78.124817,328.0
17.59605,78.124817,328.0
17.596054,78.124817,327.0
17.596054,78.124817,330.0
17.59606,78.124817,335.0
17.59606,78.124817,318.0
17.59606,78.124817,305.0
17.596064,78.124809,272.0
17.596064,78.124809,270.0
17.596064,78.124802,267.0
17.596064,78.124802,270.0
17.596066,78.124794,266.0
17.596066,78.124794,262.0
17.596064,78.124786,260.0
17.596064,78.124786,259.0
17.596066,78.124779,263.0
17.596066,78.124779,263.0
17.596064,78.124763,261.0
17.596064,78.124763,260.0
17.596066,78.124756,279.0
17.596066,78.124756,307.0
17.596066,78.124756,58.0
17.596062,78.124756,89.0
17.596062,78.124756,94.0
17.596056,78.124763,93.0
17.596056,78.124763,96.0
17.596054,78.124779,93.0
17.596054,78.124779,94.0
17.59605,78.124786,91.0
17.59605,78.124786,90.0
17.59605,78.124786,90.0
17.596048,78.124794,85.0
17.596048,78.124794,82.0
17.596048,78.124802,90.0
17.596048,78.124802,92.0
17.596048,78.124809,91.0
17.596048,78.124809,93.0
17.596048,78.124825,90.0
17.596048,78.124825,91.0
17.596048,78.124832,87.0
17.596048,78.124832,89.0
17.596048,78.12484,91.0
17.596048,78.12484,91.0
17.596048,78.12484,82.0
17.596052,78.124855,41.0
17.596052,78.124855,28.0
17.59606,78.124863,10.0
17.59606,78.124863,8.0
17.596071,78.124863,4.0
17.596071,78.124863,6.0
17.596081,78.12487,357.0
17.596081,78.12487,356.0
17.596081,78.12487,358.0
17.596102,78.12487,357.0
17.596102,78.12487,355.0
17.596102,78.12487,357.0
17.596102,78.12487,355.0
17.596102,78.12487,356.0
17.596123,78.124878,0.0
17.596123,78.124878,354.0
17.596134,78.124878,359.0
17.596134,78.124878,356.0
17.596134,78.124878,354.0
17.596148,78.124886,359.0
17.596148,78.124886,358.0
17.596157,78.124886,353.0
17.596157,78.124886,353.0
17.596157,78.124886,353.0
17.596157,78.124886,355.0
17.596191,78.124886,353.0
17.596191,78.124886,355.0
17.596191,78.124886,356.0
17.596201,78.124886,355.0
17.596201,78.124886,353.0
17.596212,78.124893,356.0
17.596212,78.124893,350.0
17.596212,78.124893,350.0
17.596222,78.124886,353.0
17.596222,78.124886,351.0
17.596233,78.124886,356.0
17.596233,78.124886,355.0
17.596233,78.124886,356.0
17.596233,78.124886,356.0
17.596233,78.124886,354.0
17.596254,78.124886,353.0
17.596254,78.124886,354.0
17.596264,78.124886,351.0
17.596264,78.124886,352.0
17.596273,78.124886,349.0
17.596273,78.124886,348.0
17.596273,78.124886,351.0
17.596287,78.124878,3.0
17.596287,78.124878,1.0
17.596289,78.124878,356.0
17.596289,78.124878,356.0
17.596289,78.124878,346.0
17.596289,78.124878,248.0
17.596289,78.124878,250.0
17.596289,78.124878,256.0
17.596275,78.12484,246.0
17.596275,78.12484,251.0
17.596273,78.124832,247.0
17.596273,78.124832,247.0
17.596273,78.124832,246.0
17.596273,78.124832,242.0
17.596273,78.124832,246.0
17.59627,78.124817,246.0
17.59627,78.124817,246.0
17.59627,78.124809,258.0
17.59627,78.124809,256.0
17.596268,78.124802,261.0
17.596268,78.124802,259.0
17.596266,78.124786,260.0
17.596266,78.124786,258.0
17.596266,78.124786,257.0
17.596266,78.124779,255.0
17.596266,78.124779,258.0
17.596266,78.124763,252.0
17.596266,78.124763,256.0
17.596266,78.124763,255.0
17.596266,78.124756,250.0
17.596266,78.124756,249.0
17.596264,78.124748,245.0
17.596264,78.124748,242.0
17.596264,78.124741,253.0
17.596264,78.124741,254.0
17.596264,78.124741,259.0
17.596264,78.124741,256.0
17.596264,78.124741,255.0
17.59626,78.124718,263.0
17.59626,78.124718,264.0
17.59626,78.124718,261.0
17.596262,78.124702,262.0
17.596262,78.124702,263.0
17.596262,78.124687,259.0
17.596262,78.124687,262.0
17.596262,78.124687,263.0
17.59626,78.12468,248.0
17.59626,78.12468,237.0
17.59626,78.12468,203.0
17.596245,78.124672,196.0
17.596245,78.124672,193.0
17.596237,78.124672,189.0
17.596237,78.124672,188.0
17.596228,78.124664,182.0
17.596228,78.124664,185.0
17.596218,78.124664,0.0
17.596209,78.124664,179.0
17.596209,78.124664,252.0
17.596209,78.124664,36.0
17.596188,78.124657,183.0
17.596188,78.124657,253.0
17.596178,78.124649,186.0
17.596178,78.124649,185.0
17.596169,78.124649,185.0
17.596169,78.124649,188.0
17.596159,78.124641,187.0
17.596159,78.124641,191.0
17.596149,78.124634,186.0
17.596149,78.124634,190.0
17.596149,78.124634,190.0
17.596149,78.124634,187.0
17.596132,78.124626,191.0
17.596132,78.124626,190.0
17.596123,78.124619,193.0
17.596123,78.124619,193.0
17.596113,78.124611,188.0
17.596113,78.124611,189.0
17.596104,78.124603,185.0
17.596104,78.124603,189.0
17.596104,78.124603,188.0
17.596104,78.124603,188.0
17.596104,78.124603,189.0
17.596104,78.124603,188.0
17.596077,78.124596,191.0
17.596077,78.124596,188.0
17.596067,78.124588,192.0
17.596067,78.124588,192.0
17.596067,78.124588,191.0
17.596067,78.124588,188.0
17.596067,78.124588,192.0
17.596046,78.124573,228.0
17.596046,78.124573,244.0
17.596045,78.124565,275.0
17.596045,78.124565,275.0
17.596045,78.12455,278.0
17.596045,78.12455,279.0
17.596045,78.12455,282.0
17.596048,78.124527,280.0
17.596048,78.124527,283.0
17.596046,78.124519,287.0
17.596046,78.124519,285.0
17.596048,78.124512,286.0
17.596048,78.124512,288.0
17.596048,78.124512,293.0
17.596048,78.124512,288.0
17.596041,78.124504,300.0
17.596041,78.124504,300.0
17.596041,78.124504,301.0
17.596041,78.124504,295.0
17.596041,78.124504,277.0
17.596039,78.124504,71.0
17.596039,78.124504,164.0
17.596037,78.124504,127.0
17.596037,78.124504,121.0
17.596035,78.124519,120.0
17.596035,78.124519,120.0
17.596031,78.124527,114.0
17.596031,78.124527,113.0
17.596029,78.124535,109.0
17.596029,78.124535,113.0
17.596025,78.124542,116.0
17.596025,78.124542,130.0
17.59602,78.12455,191.0
17.59602,78.12455,190.0
17.59602,78.12455,190.0
17.596012,78.124557,193.0
17.596012,78.124557,196.0
17.596004,78.12455,195.0
17.596004,78.12455,200.0
17.595995,78.12455,195.0
17.595995,78.12455,196.0
17.595987,78.124542,195.0
17.595987,78.124542,193.0
17.595978,78.124542,194.0
17.595978,78.124542,192.0
17.595978,78.124542,189.0
17.595961,78.124535,188.0
17.595961,78.124535,186.0
17.595949,78.124535,185.0
17.595949,78.124535,185.0
17.595942,78.124535,183.0
17.595942,78.124535,185.0
17.595932,78.124527,181.0
17.595932,78.124527,182.0
17.595922,78.124519,177.0
17.595922,78.124519,176.0
17.595915,78.124519,179.0
17.595915,78.124519,177.0
17.595907,78.124512,179.0
17.595907,78.124512,178.0
17.5959,78.124512,72.0
17.5959,78.124512,36.0
17.595892,78.124504,177.0
17.595892,78.124504,179.0
17.595884,78.124504,175.0
17.595884,78.124504,177.0
17.595875,78.124496,172.0
17.595875,78.124496,171.0
17.595865,78.124489,174.0
17.595865,78.124489,173.0
17.595856,78.124489,178.0
17.595856,78.124489,178.0
17.595846,78.124481,186.0
17.595846,78.124481,185.0
17.595839,78.124481,107.0
17.595839,78.124481,181.0
17.595831,78.124481,175.0
17.595831,78.124481,177.0
17.595823,78.124481,175.0
17.595823,78.124481,173.0
17.595814,78.124481,174.0
17.595814,78.124481,69.0
17.595808,78.124474,236.0
17.595808,78.124474,251.0
17.595808,78.124466,259.0
17.595808,78.124466,261.0
17.595808,78.124466,253.0
17.59581,78.124458,251.0
17.59581,78.124458,251.0
17.59581,78.124458,251.0
17.595812,78.124451,253.0
17.595812,78.124451,255.0
17.595812,78.124451,260.0
17.595812,78.124451,260.0
17.595812,78.124451,261.0
17.595814,78.124451,260.0
17.595814,78.124451,252.0
17.595816,78.124451,133.0
17.595816,78.124451,106.0
17.595816,78.124458,81.0
17.595816,78.124458,80.0
17.595814,78.124466,90.0
17.595814,78.124466,88.0
17.595814,78.124481,85.0
17.595814,78.124481,86.0
17.595812,78.124489,90.0
17.595812,78.124489,101.0
17.595808,78.124496,144.0
17.595808,78.124496,149.0
17.5958,78.124496,159.0
17.5958,78.124496,158.0
17.595793,78.124504,168.0
17.595793,78.124504,166.0
17.595785,78.124489,174.0
17.595785,78.124489,174.0
17.595776,78.124489,172.0
17.595776,78.124489,172.0
17.595762,78.124489,172.0
17.595762,78.124489,174.0
17.595751,78.124489,169.0
17.595751,78.124489,106.0
17.595741,78.124481,218.0
17.595741,78.124481,237.0
17.595736,78.124481,254.0
17.595734,78.124474,257.0
17.595734,78.124474,258.0
17.595734,78.124474,259.0
17.595734,78.124474,260.0
17.59573,78.124458,260.0
17.59573,78.124458,260.0
17.59573,78.124458,258.0
17.595726,78.124451,242.0
17.595726,78.124451,240.0
17.59573,78.124451,244.0
17.59573,78.124451,251.0
17.59573,78.124451,234.0
17.59573,78.124451,227.0
17.595728,78.124443,159.0
17.595728,78.124443,160.0
17.595718,78.124443,166.0
17.595718,78.124443,167.0
17.595709,78.124443,165.0
17.595709,78.124443,168.0
17.595699,78.124435,162.0
17.595699,78.124435,162.0
17.595688,78.124428,155.0
17.595688,78.124428,156.0
17.595676,78.124428,161.0
17.595676,78.124428,160.0
17.595661,78.124428,162.0
17.595661,78.124428,160.0
17.59565,78.124428,162.0
17.59565,78.124428,160.0
17.595634,78.124428,163.0
17.595634,78.124428,164.0
17.595625,78.124428,165.0
17.595625,78.124428,165.0
17.595625,78.124428,164.0
17.595625,78.124428,164.0
17.595625,78.124428,165.0
17.595591,78.124428,164.0
17.595591,78.124428,164.0
17.595591,78.124428,164.0
17.595568,78.12442,164.0
17.595568,78.12442,162.0
17.595554,78.12442,164.0
17.595554,78.12442,163.0
17.595541,78.12442,163.0
17.595541,78.12442,163.0
17.595528,78.124413,159.0
17.595528,78.124413,160.0
17.595514,78.124413,155.0
17.595514,78.124413,155.0
17.595514,78.124413,152.0
17.595495,78.124413,151.0
17.595495,78.124413,152.0
17.595484,78.124413,151.0
17.595484,78.124413,148.0
17.595474,78.12442,192.0
17.595474,78.12442,206.0
17.595469,78.124413,241.0
17.595469,78.124413,245.0
17.595467,78.124405,240.0
17.595467,78.124405,239.0
17.595463,78.124405,237.0
17.595463,78.124405,234.0
17.595463,78.124397,233.0
17.595463,78.124397,233.0
17.595461,78.124397,246.0
17.595461,78.124397,245.0
17.595455,78.124397,246.0
17.595455,78.124397,246.0
17.595455,78.124397,241.0
17.595457,78.12439,241.0
17.595457,78.12439,244.0
17.595461,78.124405,243.0
17.595461,78.124405,246.0
17.595461,78.124405,243.0
17.595465,78.124413,242.0
17.595465,78.124413,242.0
17.595465,78.12442,243.0
17.595465,78.12442,245.0
17.595467,78.12442,247.0
17.595467,78.12442,249.0
17.595469,78.124428,285.0
17.595469,78.124428,311.0
17.59547,78.124443,45.0
17.59547,78.124443,54.0
17.595472,78.124451,49.0
17.595472,78.124451,44.0
17.595476,78.124466,31.0
17.595476,78.124466,24.0
17.595486,78.124481,354.0
17.595486,78.124481,343.0
17.595486,78.124481,340.0
17.595501,78.124481,342.0
17.595501,78.124481,340.0
17.59551,78.124489,340.0
17.59551,78.124489,343.0
17.59551,78.124489,349.0
17.59553,78.124489,347.0
17.59553,78.124489,352.0
17.595539,78.124496,355.0
17.595539,78.124496,356.0
17.595539,78.124496,354.0
17.595539,78.124496,355.0
